Descriptor Name,Full Scientific Name,Source Library,Scientific Category,Functional Description & Toxicology Significance
NssPH,Nssph,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: NssPH)."
NssPbH2,Nsspbh2,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: NssPbH2)."
NssS,Nsss,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: NssS)."
NssSe,Nssse,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: NssSe)."
NssSiH2,Nsssih2,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: NssSiH2)."
NssSnH2,Nsssnh2,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: NssSnH2)."
NsssAs,Nsssas,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: NsssAs)."
NsssB,Nsssb,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: NsssB)."
NsssCH,Nsssch,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: NsssCH)."
NsssGeH,Nsssgeh,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: NsssGeH)."
NsssN,Nsssn,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: NsssN)."
NsssNH,Nsssnh,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: NsssNH)."
NsssP,Nsssp,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: NsssP)."
NsssPbH,Nssspbh,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: NsssPbH)."
NsssSiH,Nssssih,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: NsssSiH)."
NsssSnH,Nssssnh,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: NsssSnH)."
NsssdAs,Nsssdas,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: NsssdAs)."
NssssB,Nssssb,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: NssssB)."
NssssBe,Nssssbe,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: NssssBe)."
NssssC,Nssssc,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: NssssC)."
NssssGe,Nssssge,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: NssssGe)."
NssssN,Nssssn,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: NssssN)."
NssssPb,Nsssspb,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: NssssPb)."
NssssSi,Nsssssi,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: NssssSi)."
NssssSn,Nsssssn,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: NssssSn)."
NsssssAs,Nsssssas,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: NsssssAs)."
NsssssP,Nsssssp,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: NsssssP)."
NtCH,Ntch,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: NtCH)."
NtN,Ntn,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: NtN)."
NtsC,Ntsc,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: NtsC)."
PBF,Pbf,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: PBF)."
PEOE_VSA1,Peoe Vsa1,Mordred,Electrotopological/Surface Area,PEOE orbital electronegativities mapped onto Van der Waals surface area bins.
PEOE_VSA10,Peoe Vsa10,Mordred,Electrotopological/Surface Area,PEOE orbital electronegativities mapped onto Van der Waals surface area bins.
PEOE_VSA11,Peoe Vsa11,Mordred,Electrotopological/Surface Area,PEOE orbital electronegativities mapped onto Van der Waals surface area bins.
PEOE_VSA12,Peoe Vsa12,Mordred,Electrotopological/Surface Area,PEOE orbital electronegativities mapped onto Van der Waals surface area bins.
PEOE_VSA13,Peoe Vsa13,Mordred,Electrotopological/Surface Area,PEOE orbital electronegativities mapped onto Van der Waals surface area bins.
PEOE_VSA2,Peoe Vsa2,Mordred,Electrotopological/Surface Area,PEOE orbital electronegativities mapped onto Van der Waals surface area bins.
PEOE_VSA3,Peoe Vsa3,Mordred,Electrotopological/Surface Area,PEOE orbital electronegativities mapped onto Van der Waals surface area bins.
PEOE_VSA4,Peoe Vsa4,Mordred,Electrotopological/Surface Area,PEOE orbital electronegativities mapped onto Van der Waals surface area bins.
PEOE_VSA5,Peoe Vsa5,Mordred,Electrotopological/Surface Area,PEOE orbital electronegativities mapped onto Van der Waals surface area bins.
PEOE_VSA6,Peoe Vsa6,Mordred,Electrotopological/Surface Area,PEOE orbital electronegativities mapped onto Van der Waals surface area bins.
PEOE_VSA7,Peoe Vsa7,Mordred,Electrotopological/Surface Area,PEOE orbital electronegativities mapped onto Van der Waals surface area bins.
PEOE_VSA8,Peoe Vsa8,Mordred,Electrotopological/Surface Area,PEOE orbital electronegativities mapped onto Van der Waals surface area bins.
PEOE_VSA9,Peoe Vsa9,Mordred,Electrotopological/Surface Area,PEOE orbital electronegativities mapped onto Van der Waals surface area bins.
PNSA1,Pnsa1,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: PNSA1)."
PNSA2,Pnsa2,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: PNSA2)."
PNSA3,Pnsa3,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: PNSA3)."
PNSA4,Pnsa4,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: PNSA4)."
PNSA5,Pnsa5,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: PNSA5)."
PPSA1,Ppsa1,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: PPSA1)."
PPSA2,Ppsa2,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: PPSA2)."
PPSA3,Ppsa3,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: PPSA3)."
PPSA4,Ppsa4,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: PPSA4)."
PPSA5,Ppsa5,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: PPSA5)."
PetitjeanIndex,Petitjeanindex,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: PetitjeanIndex)."
RASA,Rasa,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: RASA)."
RNCG,Rncg,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: RNCG)."
RNCS,Rncs,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: RNCS)."
RPCG,Rpcg,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: RPCG)."
RPCS,Rpcs,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: RPCS)."
RPSA,Rpsa,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: RPSA)."
Radius,Radius,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: Radius)."
RotRatio,Rotratio,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: RotRatio)."
SIC0,Sic0,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: SIC0)."
SIC1,Sic1,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: SIC1)."
SIC2,Sic2,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: SIC2)."
SIC3,Sic3,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: SIC3)."
SIC4,Sic4,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: SIC4)."
SIC5,Sic5,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: SIC5)."
SLogP,Slogp,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: SLogP)."
SM1_Dt,Sm1 Dt,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: SM1_Dt)."
SM1_DzZ,Sm1 Dzz,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: SM1_DzZ)."
SM1_Dzare,Sm1 Dzare,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: SM1_Dzare)."
SM1_Dzi,Sm1 Dzi,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: SM1_Dzi)."
SM1_Dzm,Sm1 Dzm,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: SM1_Dzm)."
SM1_Dzp,Sm1 Dzp,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: SM1_Dzp)."
SM1_Dzpe,Sm1 Dzpe,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: SM1_Dzpe)."
SM1_Dzse,Sm1 Dzse,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: SM1_Dzse)."
SM1_Dzv,Sm1 Dzv,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: SM1_Dzv)."
SMR,Smr,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: SMR)."
SMR_VSA1,Smr Vsa1,Mordred,Electrotopological/Surface Area,SlogP (lipophilicity) or SMR (molar refractivity) mapped onto Van der Waals surface area bins.
SMR_VSA2,Smr Vsa2,Mordred,Electrotopological/Surface Area,SlogP (lipophilicity) or SMR (molar refractivity) mapped onto Van der Waals surface area bins.
SMR_VSA3,Smr Vsa3,Mordred,Electrotopological/Surface Area,SlogP (lipophilicity) or SMR (molar refractivity) mapped onto Van der Waals surface area bins.
SMR_VSA4,Smr Vsa4,Mordred,Electrotopological/Surface Area,SlogP (lipophilicity) or SMR (molar refractivity) mapped onto Van der Waals surface area bins.
SMR_VSA5,Smr Vsa5,Mordred,Electrotopological/Surface Area,SlogP (lipophilicity) or SMR (molar refractivity) mapped onto Van der Waals surface area bins.
SMR_VSA6,Smr Vsa6,Mordred,Electrotopological/Surface Area,SlogP (lipophilicity) or SMR (molar refractivity) mapped onto Van der Waals surface area bins.
SMR_VSA7,Smr Vsa7,Mordred,Electrotopological/Surface Area,SlogP (lipophilicity) or SMR (molar refractivity) mapped onto Van der Waals surface area bins.
SMR_VSA8,Smr Vsa8,Mordred,Electrotopological/Surface Area,SlogP (lipophilicity) or SMR (molar refractivity) mapped onto Van der Waals surface area bins.
SMR_VSA9,Smr Vsa9,Mordred,Electrotopological/Surface Area,SlogP (lipophilicity) or SMR (molar refractivity) mapped onto Van der Waals surface area bins.
SRW02,Srw02,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: SRW02)."
SRW03,Srw03,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: SRW03)."
SRW04,Srw04,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: SRW04)."
SRW05,Srw05,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: SRW05)."
SRW06,Srw06,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: SRW06)."
SRW07,Srw07,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: SRW07)."
SRW08,Srw08,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: SRW08)."
SRW09,Srw09,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: SRW09)."
SRW10,Srw10,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: SRW10)."
SZ,Sz,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: SZ)."
SaaCH,Sum of E-State Values for aromatic CH Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: SaaCH)."
SaaN,Sum of E-State Values for aromatic N Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: SaaN)."
SaaNH,Sum of E-State Values for aromatic NH Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: SaaNH)."
SaaO,Sum of E-State Values for aromatic O Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: SaaO)."
SaaS,Sum of E-State Values for aromatic S Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: SaaS)."
SaaSe,Sum of E-State Values for aromatic Se Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: SaaSe)."
SaaaC,Sum of E-State Values for aromatic aC Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: SaaaC)."
SaasC,Sum of E-State Values for aromatic sC Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: SaasC)."
SaasN,Sum of E-State Values for aromatic sN Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: SaasN)."
Sare,Sare,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: Sare)."
SdCH2,Sum of E-State Values for double-bonded CH2 Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: SdCH2)."
SdNH,Sum of E-State Values for double-bonded NH Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: SdNH)."
SdO,Sum of E-State Values for double-bonded O Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: SdO)."
SdS,Sum of E-State Values for double-bonded S Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: SdS)."
SdSe,Sum of E-State Values for double-bonded Se Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: SdSe)."
SddC,Sum of E-State Values for double-bonded dC Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: SddC)."
SddsN,Sum of E-State Values for double-bonded dsN Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: SddsN)."
SddssS,Sum of E-State Values for double-bonded dssS Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: SddssS)."
SddssSe,Sum of E-State Values for double-bonded dssSe Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: SddssSe)."
SdsCH,Sum of E-State Values for double-bonded sCH Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: SdsCH)."
SdsN,Sum of E-State Values for double-bonded sN Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: SdsN)."
SdssC,Sum of E-State Values for double-bonded ssC Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: SdssC)."
SdssS,Sum of E-State Values for double-bonded ssS Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: SdssS)."
SdssSe,Sum of E-State Values for double-bonded ssSe Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: SdssSe)."
SdsssP,Sum of E-State Values for double-bonded sssP Atom Group,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: SdsssP)."
Si,Si,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: Si)."
SlogP_VSA1,Slogp Vsa1,Mordred,Electrotopological/Surface Area,SlogP (lipophilicity) or SMR (molar refractivity) mapped onto Van der Waals surface area bins.
SlogP_VSA10,Slogp Vsa10,Mordred,Electrotopological/Surface Area,SlogP (lipophilicity) or SMR (molar refractivity) mapped onto Van der Waals surface area bins.
SlogP_VSA11,Slogp Vsa11,Mordred,Electrotopological/Surface Area,SlogP (lipophilicity) or SMR (molar refractivity) mapped onto Van der Waals surface area bins.
SlogP_VSA2,Slogp Vsa2,Mordred,Electrotopological/Surface Area,SlogP (lipophilicity) or SMR (molar refractivity) mapped onto Van der Waals surface area bins.
SlogP_VSA3,Slogp Vsa3,Mordred,Electrotopological/Surface Area,SlogP (lipophilicity) or SMR (molar refractivity) mapped onto Van der Waals surface area bins.
SlogP_VSA4,Slogp Vsa4,Mordred,Electrotopological/Surface Area,SlogP (lipophilicity) or SMR (molar refractivity) mapped onto Van der Waals surface area bins.
SlogP_VSA5,Slogp Vsa5,Mordred,Electrotopological/Surface Area,SlogP (lipophilicity) or SMR (molar refractivity) mapped onto Van der Waals surface area bins.
SlogP_VSA6,Slogp Vsa6,Mordred,Electrotopological/Surface Area,SlogP (lipophilicity) or SMR (molar refractivity) mapped onto Van der Waals surface area bins.
SlogP_VSA7,Slogp Vsa7,Mordred,Electrotopological/Surface Area,SlogP (lipophilicity) or SMR (molar refractivity) mapped onto Van der Waals surface area bins.
SlogP_VSA8,Slogp Vsa8,Mordred,Electrotopological/Surface Area,SlogP (lipophilicity) or SMR (molar refractivity) mapped onto Van der Waals surface area bins.
SlogP_VSA9,Slogp Vsa9,Mordred,Electrotopological/Surface Area,SlogP (lipophilicity) or SMR (molar refractivity) mapped onto Van der Waals surface area bins.
Sm,Sm,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: Sm)."
Sp,Sp,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: Sp)."
SpAD_A,Spad A,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: SpAD_A)."
SpAD_D,Spad D,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: SpAD_D)."
SpAD_Dt,Spad Dt,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: SpAD_Dt)."
SpAD_DzZ,Spad Dzz,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: SpAD_DzZ)."
SpAD_Dzare,Spad Dzare,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: SpAD_Dzare)."
SpAD_Dzi,Spad Dzi,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: SpAD_Dzi)."
SpAD_Dzm,Spad Dzm,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: SpAD_Dzm)."
SpAD_Dzp,Spad Dzp,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: SpAD_Dzp)."
SpAD_Dzpe,Spad Dzpe,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: SpAD_Dzpe)."
SpAD_Dzse,Spad Dzse,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: SpAD_Dzse)."
SpAD_Dzv,Spad Dzv,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: SpAD_Dzv)."
SpAbs_A,Spabs A,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: SpAbs_A)."
SpAbs_D,Spabs D,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: SpAbs_D)."
SpAbs_Dt,Spabs Dt,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: SpAbs_Dt)."
SpAbs_DzZ,Spabs Dzz,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: SpAbs_DzZ)."
SpAbs_Dzare,Spabs Dzare,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: SpAbs_Dzare)."
SpAbs_Dzi,Spabs Dzi,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: SpAbs_Dzi)."
SpAbs_Dzm,Spabs Dzm,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: SpAbs_Dzm)."
SpAbs_Dzp,Spabs Dzp,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: SpAbs_Dzp)."
SpAbs_Dzpe,Spabs Dzpe,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: SpAbs_Dzpe)."
SpAbs_Dzse,Spabs Dzse,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: SpAbs_Dzse)."
SpAbs_Dzv,Spabs Dzv,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: SpAbs_Dzv)."
SpDiam_A,Spdiam A,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: SpDiam_A)."
SpDiam_D,Spdiam D,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: SpDiam_D)."
SpDiam_Dt,Spdiam Dt,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: SpDiam_Dt)."
SpDiam_DzZ,Spdiam Dzz,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: SpDiam_DzZ)."
SpDiam_Dzare,Spdiam Dzare,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: SpDiam_Dzare)."
SpDiam_Dzi,Spdiam Dzi,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: SpDiam_Dzi)."
SpDiam_Dzm,Spdiam Dzm,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: SpDiam_Dzm)."
SpDiam_Dzp,Spdiam Dzp,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: SpDiam_Dzp)."
SpDiam_Dzpe,Spdiam Dzpe,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: SpDiam_Dzpe)."
SpDiam_Dzse,Spdiam Dzse,Mordred,E-State Atom Type,"E-State atom-type descriptor (Maximum, Minimum, or Sum) representing electrostatic and topological environment of a specific atom type (Name: SpDiam_Dzse)."
SpDiam_Dzv,Spdiam Dzv,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: SpDiam_Dzv)."
SpMAD_A,Spmad A,Mordred,General Mordred Descriptor,"Advanced topological, electronic, or 3D molecular descriptor calculated by the Mordred engine (Name: SpMAD_A)."
